1005,1
1004,2
259,2
184,2
330,2
63,2
376,2
475,2
470,2
411,2
108,2
358,2
161,2
435,2
23,2
109,2
479,2
357,2
92,2
199,2
425,2
212,2
200,2
133,2
283,2
418,2
264,2
424,2
444,2
445,2
114,2
115,2
152,2
41,2
319,2
77,2
97,2
548,2
172,2
166,2
117,2
439,2
49,2
87,2
24,2
30,2
334,2
362,2
456,2
340,2
246,2
48,2
31,2
486,2
252,2
177,2
80,2
33,2
896,2
410,2
6,2
368,2
495,2
977,2
926,2
848,2
982,2
412,2
132,2
272,2
59,2
517,2
286,2
7,2
518,2
64,2
195,2
306,2
810,2
284,2
244,2
699,2
482,2
413,2
3,2
4,2
193,2
282,2
55,2
90,2
56,2
287,2
65,2
5,2
739,2
58,2
409,2
210,2
175,2
127,2
431,2
463,2
309,2
194,2
538,2
598,2
499,2
253,2
304,2
216,2
164,2
950,2
25,2
116,2
401,2
860,2
124,2
123,2
173,2
62,2
339,2
42,2
170,2
171,2
338,2
682,2
421,2
32,2
451,2
96,2
303,2
276,2
441,2
543,2
516,2
414,2
66,2
563,2
459,2
494,2
179,2
130,2
169,2
814,2
61,2
369,2
227,2
527,2
104,2
15,2
404,2
129,2
402,2
400,2
378,2
295,2
458,2
182,2
427,2
569,2
232,2
83,2
94,2
122,2
168,2
408,2
233,2
258,2
841,2
45,2
44,2
363,2
294,2
375,2
107,2
500,2
8,2
501,2
507,2
20,2
142,2
570,2
167,2
407,2
162,2
250,2
359,2
325,2
17,2
505,2
755,2
442,2
213,2
406,2
13,2
503,2
9,2
504,2
333,2
10,2
574,2
662,2
134,2
526,2
556,2
700,2
52,2
857,2
420,2
551,2
550,2
12,2
530,2
360,2
214,2
247,2
766,2
914,2
106,2
460,2
156,2
933,2
99,2
84,2
341,2
154,2
78,2
254,2
18,2
174,2
821,2
454,2
148,2
181,2
311,2
255,2
964,2
270,2
394,2
405,2
428,2
813,2
29,2
82,2
493,2
145,2
153,2
519,2
613,2
50,2
218,2
234,2
85,2
273,2
72,2
792,2
71,2
51,2
163,2
432,2
434,2
373,2
289,2
187,2
614,2
296,2
372,2
354,2
496,2
211,2
491,2
47,2
364,2
361,2
101,2
102,2
100,2
352,2
125,2
324,2
98,2
22,2
356,2
237,2
88,2
709,2
641,2
138,2
474,2
14,2
91,2
302,2
11,2
119,2
625,2
462,2
279,2
591,2
281,2
327,2
680,2
198,2
191,2
243,2
185,2
731,2
70,2
446,2
510,2
521,2
981,2
901,2
861,2
915,2
471,2
754,2
532,2
136,2
137,2
337,2
438,2
76,2
262,2
28,2
656,2
36,2
35,2
34,2
38,2
40,2
27,2
39,2
879,2
465,2
487,2
395,2
202,2
612,2
293,2
95,2
328,2
417,2
326,2
21,2
260,2
734,2
729,2
307,2
946,2
724,2
539,2
826,2
512,2
69,2
81,2
664,2
509,2
419,2
367,2
301,2
143,2
249,2
188,2
75,2
86,2
217,2
223,2
292,2
468,2
757,2
578,2
126,2
748,2
897,2
46,2
784,2
655,2
26,2
546,2
37,2
589,2
601,2
308,2
393,2
207,2
347,2
197,2
353,2
787,2
150,2
291,2
285,2
215,2
909,2
918,2
919,2
